product_id,product_name,category_id,product_category
1872,Supply Chain Strategy and Operations Consulting Providers,5,Business Services
1873,Supply Chain Suites,37,Supply Chain & Logistics
1874,Supply Chain Visibility Software,37,Supply Chain & Logistics
1875,Supply Side Platforms (SSP),14,Digital Advertising
1876,Survey Software,26,Office
1877,Sustainability Management Software,41,Vertical Industry
1878,Sweepstakes Software,24,Marketing
1879,Swim Club Management Software,41,Vertical Industry
1880,Synthetic Data Software,3,Artificial Intelligence
1881,System Security Software,31,Security
1882,Systems Engineering & MBSE Tools,16,ERP
1883,Tableau Consulting Providers,28,Professional Services
1884,Tableau VARS,40,Value-Added Resellers (VARs)
1885,Tag Management Software,24,Marketing
1886,Takeoff Software,41,Vertical Industry
1887,Talent Acquisition Suites Software,20,HR
1888,Talent Assessment Software,20,HR
1889,Talent Intelligence Software,20,HR
1890,Talent Management Software,20,HR
1891,Talent Management Software,20,HR
1892,Talent Marketplace Platforms,20,HR
1893,Task Management Software,16,ERP
1894,Task Management Software,16,ERP
1895,Tax & Revenue Collection Software,41,Vertical Industry
1896,Tax Practice Management Software,41,Vertical Industry
1897,Tax Services Providers,5,Business Services
1898,Taxi & Limousine Software,41,Vertical Industry
1899,Team Collaboration Software,7,Collaboration & Productivity
1900,Teamwork Consulting Partners,28,Professional Services
1901,Technical Skills Development Software,41,Vertical Industry
1902,Technical Skills Screening Software,20,HR
1903,Technology Research Services,24,Marketing
1904,Technology Review Platforms,24,Marketing
1905,Technology Scouting Software,23,IT Management
1906,Telecom Expense Management (TEM) Services,23,IT Management
1907,Telemedicine Software,41,Vertical Industry
1908,Terminal Emulator Software,23,IT Management
1909,Terminal Operating Systems (TOS),41,Vertical Industry
1910,Test Management Software,13,Development
1911,Testing and QA Providers,28,Professional Services
1912,Text Analysis Software,1,Analytics
1913,Text Editor Software,13,Development
1914,Text to Speech Software,3,Artificial Intelligence
1915,Theater Venue Management Software,41,Vertical Industry
1916,Third Party & Supplier Risk Management Software,17,"Governance, Risk & Compliance"
1917,Third-Party Logistics Providers,27,Other Services
1918,Threat Hunting Services Providers,32,Security and Privacy Services
1919,Threat Intelligence Services Providers,32,Security and Privacy Services
1920,Threat Intelligence Software,31,Security
1921,Through-Channel Marketing Software,24,Marketing
1922,Time & Attendance Software,20,HR
1923,Time Series Databases,22,IT Infrastructure
1924,Time Series Intelligence Software,1,Analytics
1925,Time Tracking Software,20,HR
1926,Time Tracking Software,13,Development
1927,Tip Distribution Software,41,Vertical Industry
1928,Tool Tracking Software,16,ERP
1929,Tools for ERP Software,16,ERP
1930,Tour Operator Software,41,Vertical Industry
1931,Tower Servers,34,Servers
1932,Towing Software,41,Vertical Industry
1933,Trade Promotion Management Software,8,Commerce
1934,Traditional Advertising Agencies,25,Marketing Services
1935,Training & Development Companies,5,Business Services
1936,Training eLearning Software,20,HR
1937,Training Management Systems,20,HR
1938,Transactional Email Software,24,Marketing
1939,Transcription Services,39,Translation Services
1940,Transcription Software,7,Collaboration & Productivity
1941,Translation Management Software,9,Content Management
1942,Translation Services,39,Translation Services
1943,Transportation Management Systems (TMS),37,Supply Chain & Logistics
1944,Transportation Software,41,Vertical Industry
1945,Travel & Expense Software,16,ERP
1946,Travel Agency Software,41,Vertical Industry
1947,Travel Arrangement Software,41,Vertical Industry
1948,Travel Management Software,16,ERP
1949,Treasury Management Software,16,ERP
1950,Trucking Software,41,Vertical Industry
1951,Trustpilot Consulting Providers,28,Professional Services
1952,Tutoring Software,41,Vertical Industry
1953,Twilio Consulting Providers,28,Professional Services
1954,UAV Software,41,Vertical Industry
1955,UCaaS Platforms,7,Collaboration & Productivity
1956,UiPath Consulting,28,Professional Services
1957,UKG Consulting Providers,28,Professional Services
1958,UKG Marketplace Software,26,Office
1959,Underwriting & Rating Software,41,Vertical Industry
1960,Unified Communication VARs Providers,40,Value-Added Resellers (VARs)
1961,Unified Endpoint Management (UEM) Software,23,IT Management
1962,Unified Threat Management Software,31,Security
1963,Unified Workspaces Software,7,Collaboration & Productivity
1964,Urban Planning and Design Software,6,CAD & PLM
1965,URL Shortener,24,Marketing
1966,US State & Local Government Software,41,Vertical Industry
1967,User and Entity Behavior Analytics (UEBA) Software,31,Security
1968,User Experience (UX) Design Services Providers,28,Professional Services
1969,User Provisioning and Governance Tools,31,Security
1970,User Research Repositories,13,Development
1971,User Research Software,24,Marketing
1972,User Threat Prevention Software,31,Security
1973,User-Generated Content Software,9,Content Management
1974,Utilities Software,41,Vertical Industry
1975,Utilities’ Customer Information System (CIS),41,Vertical Industry
1976,Utilization Management Software,41,Vertical Industry
1977,Vacation Rental Software,41,Vertical Industry
1978,Vaccine Tracking Software,20,HR
1979,Value Stream Management Software,13,Development
1980,Value-Based Performance Management Analytics Software,41,Vertical Industry
1981,Value-Based Reimbursement Software,41,Vertical Industry
1982,Variable Data Printing (VDP) Software,26,Office
1983,Vector Graphics Software,12,Design
1984,Vendor Management Software,16,ERP
1985,Vendor Security and Privacy Assessment Software,31,Security
1986,Vendor-Neutral Archives (VNA) Software,41,Vertical Industry
1987,Venture Capital Management Software,41,Vertical Industry
1988,Venue Management Software,24,Marketing
1989,Version Control Clients,13,Development
1990,Version Control Hosting Software,13,Development
1991,Version Control Systems,13,Development
1992,Vessel Tracking Software,41,Vertical Industry
1993,Veterinary Practice Management Software,41,Vertical Industry
1994,Veterinary Software,41,Vertical Industry
1995,Video Advertising Software,14,Digital Advertising
1996,Video CMS Software,9,Content Management
1997,Video Communications Software,7,Collaboration & Productivity
1998,Video Conferencing Software,7,Collaboration & Productivity
1999,Video Conferencing Software,7,Collaboration & Productivity
2000,Video Editing Software,12,Design
2001,Video Effects Software,12,Design
2002,Video Email Software,12,Design
2003,Video Hosting Software,12,Design
2004,Video Interviewing Software,20,HR
2005,Video Platform as a Service (VPaaS) Software,13,Development
2006,Video Production Companies,28,Professional Services
2007,Video Software,12,Design
2008,Video Surveillance Software,3,Artificial Intelligence
2009,Video Translation Services,39,Translation Services
2010,Vidyard Consulting Providers,28,Professional Services
2011,Vineyard Management Software,41,Vertical Industry
2012,Virtual Career Fair Platforms,20,HR
2013,Virtual Classroom Software,41,Vertical Industry
2014,Virtual Data Room Software,9,Content Management
2015,Virtual Desktop Infrastructure (VDI) Software,22,IT Infrastructure
2016,Virtual Event Platforms,24,Marketing
2017,Virtual Fitting Software,8,Commerce
2018,Virtual IT Labs Software,23,IT Management
2019,Virtual Mailbox Software,26,Office
2020,Virtual Private Cloud (VPC) Software,22,IT Infrastructure
2021,Virtual Private Network (VPN) Software,31,Security
2022,Virtual Private Servers (VPS) Providers,19,Hosting
2023,Virtual Reality (VR) Collaboration Platforms,2,AR/VR
2024,Virtual Reality (VR) Development Software,2,AR/VR
2025,Virtual Reality (VR) Game Engines,2,AR/VR
2026,Virtual Reality (VR) Marketplaces,2,AR/VR
2027,Virtual Reality (VR) Software Development Kits,2,AR/VR
2028,Virtual Reality Software,2,AR/VR
2029,Virtual Receptionist Services Providers,5,Business Services
2030,Virtual Routers,22,IT Infrastructure
2031,Virtual Tour Software,12,Design
2032,Virtual Waiting Room Software,23,IT Management
2033,Virtual Workplaces,7,Collaboration & Productivity
2034,Visitor Behavior Intelligence Software,1,Analytics
2035,Visitor Identification Software,24,Marketing
2036,Visitor Management Software,26,Office
2037,Visual Collaboration Platforms,7,Collaboration & Productivity
2038,Visual Configuration Software,30,Sales
2039,Visual Product Customization Software,8,Commerce
2040,Visual Project Management Software,9,Content Management
2041,Voice Recognition Software,3,Artificial Intelligence
2042,VoIP Providers,7,Collaboration & Productivity
2043,Volunteer Management Software,41,Vertical Industry
2044,Voting Management Software,41,Vertical Industry
2045,VR Content Management Systems,2,AR/VR
2046,VR Training Simulator Software,2,AR/VR
2047,VR Visualization Software,2,AR/VR
2048,Vulnerability Assessment Services Providers,32,Security and Privacy Services
2049,Vulnerability Management Software,31,Security
2050,Vulnerability Scanner Software,31,Security
2051,WAN Edge Infrastructure Software,22,IT Infrastructure
2052,WAN Optimization Software,22,IT Infrastructure
2053,Warehouse Management Software,37,Supply Chain & Logistics
2054,Warranty Management Software,16,ERP
2055,Waste Management Software,41,Vertical Industry
2056,Wearable App Development Companies,28,Professional Services
2057,Web Accelerator Software,22,IT Infrastructure
2058,Web Accessibility Software,9,Content Management
2059,Web Application Firewalls (WAF),31,Security
2060,Web Client Accelerator Software,22,IT Infrastructure
2061,Web Collaboration Software,7,Collaboration & Productivity
2062,Web Content Management Software,9,Content Management
2063,Web Data Providers Software,22,IT Infrastructure
2064,Web Design Software,12,Design
2065,Web Developers,28,Professional Services
2066,Web Font Marketplaces,12,Design
2067,Web Frameworks,13,Development
2068,Web Hosting Providers,19,Hosting
2069,Web Security Software,31,Security
2070,Web Server Accelerator Software,22,IT Infrastructure
2071,Webinar Software,24,Marketing
2072,WebOps Platforms,13,Development
2073,Website Accessibility Plugins Software,9,Content Management
2074,Website Accessibility Software,9,Content Management
2075,Website Builder Software,9,Content Management
2076,Website Change Monitoring Software,9,Content Management
2077,Website Design Companies,28,Professional Services
2078,Website Localization Services,39,Translation Services
2079,Website Monitoring Software,22,IT Infrastructure
2080,Website Screenshot Software,9,Content Management
2081,Website Security Software,31,Security
2082,Website Translation Providers,39,Translation Services
2083,Website Translation Tools,9,Content Management
2084,Whistleblowing Software,20,HR
2085,Wide Column Database Software,22,IT Infrastructure
2086,Win-Loss Analysis Services Providers,5,Business Services
2087,Windows Developers,28,Professional Services
2088,"Wine, Beer and Spirits Software",41,Vertical Industry
2089,Winery Management Software,41,Vertical Industry
2090,Winery Software,41,Vertical Industry
2091,Wireframing Software,12,Design
2092,Wireless LAN Controllers,42,Wireless
2093,WordPress Developers,28,Professional Services
2094,Wordpress Site Management Service Providers,28,Professional Services
2095,WordPress Site Management Software,9,Content Management
2096,Work Instructions Software,9,Content Management
2097,Work Management Software,16,ERP
2098,Workday Consulting Providers,28,Professional Services
2099,Workday Financial Management Consulting Providers,28,Professional Services
2100,Workday Human Capital Management Consulting Providers,28,Professional Services
2101,Workday Planning Consulting Providers,28,Professional Services
2102,Workday Professional Services Automation Consulting Providers,28,Professional Services
2103,Workday Student Consulting Providers,28,Professional Services
2104,Workflow Management Software,23,IT Management
2105,Workforce Management Software,20,HR
2106,Workload Automation Software,23,IT Management
2107,Workplace Innovation Platforms,13,Development
2108,Writing Assistants Software,26,Office
2109,WYSIWYG Editors,13,Development
2110,XML Databases,22,IT Infrastructure
2111,Yard Management Software,37,Supply Chain & Logistics
2112,Zero Trust Networking Software,31,Security
2113,Zoho Consulting Providers,28,Professional Services
